ID,TARGET
2991,0.04
2994,0.0
2995,0.05
2997,0.02
3000,0.23
3001,0.06
3002,0.0
3003,0.03
3005,0.0
3007,0.0
3008,0.0
3009,0.0
3011,0.03
3012,0.04
3015,0.0
3017,0.03
3019,0.08
3022,0.0
3025,0.0
3027,0.12
3028,0.0
3030,0.0
3031,0.0
3033,0.05
3035,0.05
3036,0.02
3037,0.0
3039,0.0
3041,0.03
3046,0.0
3047,0.0
3048,0.04
3050,0.01
3051,0.0
3053,0.0
3055,0.01
3056,0.01
3058,0.04
3060,0.12
3062,0.04
3063,0.59
3064,0.63
3065,0.24
3067,0.0
3069,0.58
3070,0.01
3072,0.21
3073,0.05
3074,0.0
3079,0.0
3080,0.4596666666666666
3083,0.04
3084,0.03
3089,0.0
3093,0.0
3094,0.2
3096,0.23800000000000002
3098,0.01
3100,0.0
3101,0.0
3102,0.0
3104,0.04
3105,0.02
3106,0.024467795459348657
3109,0.03
3110,0.01
3111,0.07
3113,0.04
3115,0.0
3116,0.0
3120,0.0
3122,0.0
3124,0.024467795459348657
3128,0.0
3129,0.01
3130,0.04
3132,0.02
3133,0.01
3135,0.03
3138,0.08
3139,0.08
3140,0.21805923150378262
3143,0.0
3146,0.01
3148,0.11
3149,0.01
3150,0.02
3152,0.06
3153,0.1
3154,0.0
3155,0.0
3159,0.01
3162,0.0
3163,0.26
3164,0.0
3166,0.02
3167,0.0
3168,0.0
3171,0.0
3172,0.12
3173,0.0
3177,0.6
3181,0.0
3183,0.12
3185,0.0
3186,0.0
3190,0.03
3192,0.0
3193,0.01
3194,0.01
3195,0.0
3197,0.0
3200,0.05
3201,0.07
3206,0.09
3207,0.02
3208,0.08
3210,0.0
3211,0.0
3214,0.03
3216,0.0
3217,0.03
3218,0.07
3219,0.04
3223,0.21224999999999994
3224,0.0
3227,0.01
3229,0.0
3230,0.01
3231,0.0
3232,0.0
3234,0.0475
3241,0.0
3242,0.0
3244,0.01
3246,0.1
3248,0.0
3249,0.01
3250,0.0
3252,0.04
3253,0.0
3254,0.0
3255,0.0
3257,0.12
3260,0.0
3264,0.37
3266,0.07
3267,0.01
3268,0.02
3270,0.0
3271,0.0
3274,0.18
3275,0.0
3276,0.22
3278,0.02
3282,0.0
3284,0.09
3287,0.0
3288,0.02
3289,0.08
3291,0.01
3292,0.04
3293,0.0
3294,0.0
3296,0.02
3298,0.01
3302,0.0
3303,0.03
3304,0.01
3306,0.01
3307,0.24135052722303754
3309,0.024467795459348657
3310,0.46
3311,0.03
3312,0.0
3315,0.0
3316,0.18
3320,0.22416905316905314
3322,0.06
3324,0.02
3325,0.0
3326,0.03
3329,0.05
3331,0.0
3332,0.0
3334,0.0
3336,0.0
3337,0.0
3339,0.01852380952380952
3340,0.13
3341,0.02
3345,0.0
3348,0.01
3350,0.36
3352,0.12
3354,0.0
3355,0.01
3356,0.0
3357,0.0
3360,0.0
3361,0.0
3362,0.01
3363,0.0
3364,0.12
3365,0.02
3366,0.0
3367,0.0
3372,0.02
3374,0.03
3375,0.01
3376,0.01
3377,0.0
3378,0.0
3380,0.03
3381,0.07
3382,0.05
3385,0.0
3386,0.0
3389,0.026852895820350723
3390,0.02
3391,0.08333333333333331
3393,0.0
3394,0.04
3401,0.02
3403,0.0
3404,0.01
3406,0.0
3407,0.02
3410,0.0
3411,0.01
3414,0.01
3416,0.0
3418,0.0
3419,0.02
3421,0.86
3422,0.04
3423,0.0
3424,0.03
3426,0.0
3427,0.0
3429,0.01
3431,0.0
3433,0.01
3435,0.0
3436,0.0
3437,0.13
3438,0.0
3442,0.41
3444,0.0
3447,0.0
3450,0.02
3451,0.0
3454,0.01
3455,0.0
3456,0.0
3459,0.0
3460,0.1
3461,0.0
3463,0.03
3465,0.0
3468,0.03
3469,0.05
3470,0.01
3472,0.0
3473,0.0
3475,0.0
3476,0.0
3478,0.01
3479,0.03
3481,0.04
3483,0.01
3484,0.0
3485,0.02
3488,0.0
3489,0.04
3490,0.01
3494,0.0
3498,0.01
3501,0.01
3503,0.0
3506,0.0
3507,0.01
3509,0.17
3510,0.02
3511,0.05
3512,0.2
3514,0.01
3517,0.05
3519,0.0
3521,0.02
3522,0.0
3524,0.01
3526,0.03
3527,0.0
3529,0.02
3534,0.0
3536,0.0
3539,0.0
3540,0.0
3541,0.02
3542,0.0
3543,0.06
3544,0.18
3545,0.12
3547,0.1
3548,0.04
3549,0.78
3553,0.0
3555,0.0
3556,0.08
3557,0.0
3558,0.0
3564,0.0
3565,0.0
3566,0.05
3568,0.17
3569,0.0
3571,0.03
3574,0.01
3576,0.0
3579,0.05
3582,0.3435238095238094
3583,0.14967321073132747
3585,0.0
3586,0.0
3588,0.0
3589,0.01
3590,0.23
3591,0.19
3593,0.0
3594,0.0
3596,0.04
3597,0.0
3598,0.0
3600,0.0
3601,0.0
3602,0.0
3603,0.0
3606,0.08
3610,0.0
3611,0.02
3612,0.06116718800037549
3614,0.0
3617,0.0
3618,0.06
3619,0.01
3621,0.03
3622,0.04
3624,0.0
3627,0.0
3628,0.05
3634,0.01
3637,0.02
3638,0.04
3643,0.038
3644,0.03
3646,0.12
3648,0.0
3651,0.03
3652,0.006
3654,0.04
3656,0.01
3658,0.04
3659,0.024467795459348657
3661,0.02
3663,0.0
3664,0.01
3665,0.0
3668,0.0
3669,0.22
3670,0.0
3671,0.02
3673,0.0
3674,0.0
3676,0.0
3678,0.01
3679,0.0
3683,0.01
3684,0.03
3685,0.06
3687,0.0
3693,0.08
3696,0.05
3698,0.25
3700,0.0
3702,0.0
3706,0.0
3707,0.02
3716,0.03
3720,0.01
3721,0.0
3723,0.0
3725,0.05
3726,0.11
3734,0.0
3735,0.01
3736,0.0
3737,0.0
3739,0.0
3740,0.0
3743,0.09
3746,0.06
3749,0.0
3754,0.0
3756,0.0
3757,0.2
3759,0.0
3762,0.019295819376701728
3763,0.01
3766,0.03
3769,0.0
3770,0.03
3776,0.02
3777,0.0
3778,0.0
3781,0.01
3783,0.0
3787,0.0
3788,0.21
3791,0.01
3792,0.0
3793,0.0
3794,0.03
3795,0.74
3797,0.03
3800,0.04
3802,0.03
3804,0.024467795459348657
3805,0.0
3807,0.05
3809,0.03
3811,0.0
3815,0.1
3816,0.64
3819,0.6016666666666667
3821,0.02
3822,0.04
3823,0.0
3824,0.04
3825,0.02
3827,0.0
3829,0.08
3830,0.21
3831,0.0
3833,0.02
3838,0.02
3842,0.16
3844,0.04
3845,0.0
3848,0.0
3849,0.0
3851,0.0
3855,0.15839285714285714
3856,0.0
3858,0.36
3859,0.0
3862,0.0
3865,0.04
3866,0.0
3869,0.0
3873,0.04
3876,0.06
3877,0.01
3878,0.02
3883,0.10796825396825396
3886,0.062086441151447805
3887,0.0
3890,0.0
3894,0.0
3898,0.0
3899,0.0
3901,0.0
3902,0.0
3903,0.06
3904,0.03
3909,0.0
3911,0.0
3914,0.02
3916,0.04
3917,0.0
3918,0.0
3919,0.0
3921,0.01
3922,0.0
3926,0.08
3928,0.0
3929,0.01
3932,0.31
3933,0.03
3936,0.0
3938,0.04
3940,0.0
3942,0.05
3944,0.0
3946,0.04
3948,0.0
3949,0.05
3951,0.029396825396825393
3953,0.0
3954,0.0
3955,0.05
3959,0.01
3960,0.04
3963,0.0
3964,0.0
3965,0.0
3967,0.0
3968,0.0
3969,0.07
3974,0.01
3975,0.01
3980,0.0
3981,0.06
3984,0.01
3986,0.0
3989,0.0
3991,0.06
3992,0.0
3993,0.11
3994,0.02
3996,0.12
3997,0.05
4001,0.13
4002,0.11
4003,0.0
4005,0.04
4009,0.01
4011,0.1
4014,0.07
4016,0.0
4018,0.04
4021,0.0
4022,0.03
4024,0.0
4025,0.01
4027,0.57
